,Time Interval,Pkts number,Avg pkts interval,Avg pkts size,Inbound pkts,Outbound pkts,In pkts interval,Out pkts interval,In pkts size,Out pkts size,Person
203,101.5s - 102.0s,148,0.003374064108108109,1173.1418918918919,91,57,0.005338324577777737,0.008718727535714217,1218.1208791208792,1101.3333333333333,1
204,102.0s - 102.5s,151,0.0033206234635761596,1122.476821192053,83,68,0.005989987219512177,0.0073297869850746985,1205.6626506024097,1020.9411764705883,1
205,102.5s - 103.0s,138,0.003619479434782609,1203.1521739130435,85,53,0.0057015395357144,0.009039208499999883,1252.3882352941177,1124.188679245283,1
206,103.0s - 103.5s,154,0.0032039284155844167,1182.4675324675325,92,62,0.005058378417582522,0.007917851770491686,1229.8152173913043,1112.2096774193549,1
207,103.5s - 104.0s,137,0.003675193401459855,1155.6861313868612,79,58,0.004406825782051162,0.008642928228070196,1217.9240506329113,1070.9137931034484,1
208,104.0s - 104.5s,139,0.00356965661151079,1214.36690647482,86,53,0.004151208082352883,0.00934662675000006,1252.8372093023256,1151.9433962264152,1
209,104.5s - 105.0s,158,0.003220525835443038,1179.4177215189873,96,62,0.0048989695368420955,0.00806158360655718,1233.125,1096.258064516129,1
210,105.0s - 105.5s,142,0.003459048387323944,1209.8661971830986,87,55,0.005595616581395291,0.008905880888889064,1261.183908045977,1128.6909090909091,1
211,105.5s - 106.0s,146,0.0034924959109589038,1181.1712328767123,88,58,0.005635107781609188,0.008748619877193059,1205.2954545454545,1144.5689655172414,1
212,106.0s - 106.5s,139,0.0035312668129496402,1147.3812949640287,79,60,0.006036580230769299,0.008133688016949166,1189.5443037974683,1091.8666666666666,1
213,106.5s - 107.0s,145,0.003447523082758619,1188.510344827586,90,55,0.005509562213483265,0.008395617388889005,1241.4222222222222,1101.9272727272728,1
214,107.0s - 107.5s,138,0.0036355283333333334,1186.159420289855,82,56,0.0059462895925924564,0.0088687655818182,1216.0365853658536,1142.4107142857142,1
215,107.5s - 108.0s,156,0.003200613564102563,1168.7884615384614,93,63,0.005319062750000053,0.00773264495161274,1229.1827956989248,1079.6349206349207,1
216,108.0s - 108.5s,138,0.003626479471014492,1203.623188405797,81,57,0.006125143012500089,0.008729702803571422,1250.6296296296296,1136.8245614035088,1
217,108.5s - 109.0s,142,0.0035259446549295755,1181.9577464788733,86,56,0.005769575623529523,0.008917853654545317,1247.1162790697674,1081.892857142857,1
218,109.0s - 109.5s,146,0.0034318108356164367,1149.2808219178082,87,59,0.005363461127907029,0.008298703551723952,1225.2988505747126,1037.1864406779662,1
219,109.5s - 110.0s,152,0.0032234977368421035,1148.0263157894738,91,61,0.0050950901222220875,0.00792964041666669,1214.9120879120878,1048.2459016393443,1
220,110.0s - 110.5s,153,0.003335899620915032,1183.326797385621,91,62,0.005215552677777661,0.00794852575409836,1245.8241758241759,1091.5967741935483,1
221,110.5s - 111.0s,129,0.0038780356511627927,1158.3100775193798,74,55,0.006720220986301384,0.00898413914814816,1218.554054054054,1077.2545454545455,1
222,111.0s - 111.5s,159,0.003154113704402514,1174.0125786163521,96,63,0.005168555136842201,0.007915554838709501,1220.1979166666667,1103.6349206349207,1
223,111.5s - 112.0s,141,0.003543800269503546,1195.5744680851064,85,56,0.005833108226190357,0.008536939072727344,1247.5647058823529,1116.6607142857142,1
224,112.0s - 112.5s,146,0.0034272021986301365,1203.164383561644,88,58,0.005635359091954065,0.008075703912280718,1223.6818181818182,1172.0344827586207,1
225,112.5s - 113.0s,140,0.0035124304642857158,1180.7,83,57,0.005871008182926881,0.008602423482142843,1250.2168674698796,1079.4736842105262,1
226,113.0s - 113.5s,146,0.003487702910958904,1159.2602739726028,90,56,0.005511515516853921,0.008723750018181807,1216.4555555555555,1067.3392857142858,1
227,113.5s - 114.0s,137,0.0035819126934306575,1159.6350364963503,83,54,0.0057244158414635,0.00906191569811333,1200.7469879518073,1096.4444444444443,1
228,114.0s - 114.5s,149,0.003367106248322147,1177.6040268456377,89,60,0.005356159397727176,0.00826976344067794,1227.6179775280898,1103.4166666666667,1
229,114.5s - 115.0s,132,0.003706388712121213,1183.4772727272727,77,55,0.006049427907894773,0.008713283574074112,1219.7272727272727,1132.7272727272727,1
230,115.0s - 115.5s,151,0.0034501580596026492,1196.271523178808,93,58,0.005228477989130383,0.008436639017543856,1244.6344086021506,1118.7241379310344,1
231,115.5s - 116.0s,144,0.003469627145833333,1181.111111111111,86,58,0.005771185482352922,0.00843380677192971,1244.953488372093,1086.448275862069,1
232,116.0s - 116.5s,139,0.0036012403021582723,1172.3093525179856,85,54,0.005711726726190474,0.008706416000000002,1220.764705882353,1096.037037037037,1
233,116.5s - 117.0s,148,0.0033558171486486486,1189.1283783783783,88,60,0.0054059745402298956,0.008265214711864545,1225.1363636363637,1136.3166666666666,1
234,117.0s - 117.5s,160,0.0030879873500000003,1148.0125,99,61,0.005003954081632768,0.008031246216666687,1186.7676767676767,1085.1147540983607,1
235,117.5s - 118.0s,140,0.003432467257142857,1168.857142857143,83,57,0.0034258161341464218,0.008395549714285673,1247.8192771084337,1053.877192982456,1
236,118.0s - 118.5s,152,0.003430410355263159,1146.532894736842,90,62,0.0055177040112359115,0.00805057193442628,1214.2666666666667,1048.2096774193549,1
237,118.5s - 119.0s,120,0.0041238533833333315,1161.6583333333333,67,53,0.006972478924242391,0.009320482365384537,1233.1044776119404,1071.3396226415093,1
238,119.0s - 119.5s,154,0.0032801380454545457,1211.1818181818182,99,55,0.004994978775510144,0.008321603462962965,1269.79797979798,1105.6727272727273,1
239,119.5s - 120.0s,145,0.00338210423448276,1165.551724137931,87,58,0.005586362093023294,0.007728277350877197,1216.0804597701149,1089.7586206896551,1
240,120.0s - 120.5s,136,0.0037669069632352958,1168.8970588235295,75,61,0.0066527612432432884,0.008013551216666552,1229.4533333333334,1094.4426229508197,1
241,120.5s - 121.0s,144,0.0034686965694444454,1140.375,85,59,0.005842353476190337,0.008457234758620695,1189.4823529411765,1069.6271186440679,1
242,121.0s - 121.5s,142,0.003455576718309859,1172.7957746478874,83,59,0.005629567768292601,0.008297399103448334,1195.3614457831325,1141.050847457627,1
243,121.5s - 122.0s,144,0.0035402331944444456,1195.875,83,61,0.005971822707317088,0.008162372683333292,1256.9638554216867,1112.7540983606557,1
244,122.0s - 122.5s,142,0.0035235655352112674,1174.1267605633802,84,58,0.005901027072289161,0.008599765649122765,1228.154761904762,1095.8793103448277,1
245,122.5s - 123.0s,145,0.003449820034482757,1176.3517241379311,88,57,0.0056118472873564465,0.008586309803571572,1224.8636363636363,1101.4561403508771,1
246,123.0s - 123.5s,153,0.0032077668627450975,1179.7581699346406,95,58,0.0051118897446807195,0.00809169422807013,1228.9894736842105,1099.1206896551723,1
247,123.5s - 124.0s,144,0.003548093187499999,1167.1666666666667,85,59,0.005591503773809491,0.00825247389655165,1234.2823529411764,1070.4745762711864,1
248,124.0s - 124.5s,144,0.0034030374861111095,1174.8125,91,53,0.005335163433333258,0.009031968134615308,1231.1978021978023,1078.0,1
249,124.5s - 125.0s,137,0.003695638109489048,1158.5474452554745,81,56,0.005820911037500131,0.008113471581818162,1220.530864197531,1068.892857142857,1
250,125.0s - 125.5s,149,0.003349891677852351,1177.8791946308725,89,60,0.005350312284090916,0.008289008406779692,1228.4719101123596,1102.8333333333333,1
251,125.5s - 126.0s,136,0.00366972256617647,1183.0073529411766,81,55,0.005754425275000053,0.008954447074073989,1232.2592592592594,1110.4727272727273,1
252,126.0s - 126.5s,155,0.0032752506516129033,1163.141935483871,93,62,0.005112281423913107,0.008155502786885298,1237.0645161290322,1052.258064516129,1
253,126.5s - 127.0s,131,0.0038187078167938927,1166.8473282442749,74,57,0.006452970301369936,0.008759433232142757,1223.162162162162,1093.7368421052631,1
254,127.0s - 127.5s,145,0.003386229475862069,1166.9793103448276,88,57,0.005627898344827556,0.008365024500000016,1219.840909090909,1085.3684210526317,1
255,127.5s - 128.0s,125,0.003997388111999999,1160.512,71,54,0.0068423819428571975,0.008531749245283065,1200.4225352112676,1108.037037037037,1
256,128.0s - 128.5s,105,0.004805937590476191,1081.7238095238095,48,57,0.010430482234042717,0.008825840678571442,1019.0416666666666,1134.5087719298247,1
257,128.5s - 129.0s,153,0.0032461834313725502,1186.575163398693,93,60,0.005006800076086926,0.008247204016949112,1241.741935483871,1101.0666666666666,1
258,129.0s - 129.5s,151,0.003315194589403973,1174.841059602649,90,61,0.005514282842696776,0.008013061299999909,1225.7444444444445,1099.7377049180327,1
259,129.5s - 130.0s,147,0.0033382191224489797,1177.3333333333333,89,58,0.005468455170454689,0.0080406061929826,1247.4606741573034,1069.7241379310344,1
260,130.0s - 130.5s,143,0.00356978697202797,1187.7062937062938,87,56,0.005686442453488424,0.008189281036363705,1251.3563218390805,1088.8214285714287,1
261,130.5s - 131.0s,142,0.0033830808591549283,1179.5211267605634,87,55,0.005237773569767678,0.008498379037036928,1220.2758620689656,1115.0545454545454,1
262,131.0s - 131.5s,115,0.004523807895652174,1134.1913043478262,57,58,0.008759649374999765,0.00825201600000014,1192.6140350877192,1076.7758620689656,1
263,131.5s - 132.0s,148,0.0033794572094594582,1189.1418918918919,92,56,0.005391164901098634,0.00872965947272736,1237.2065217391305,1110.1785714285713,1
264,132.0s - 132.5s,140,0.0035748057071428555,1123.0785714285714,80,60,0.006205956493670832,0.008312801813559645,1162.1875,1070.9333333333334,1
265,132.5s - 133.0s,106,0.004743896971698114,1153.698113207547,48,58,0.010005080234042516,0.008395816701753926,1161.0833333333333,1147.5862068965516,1
266,133.0s - 133.5s,126,0.003953433166666666,1115.4285714285713,67,59,0.007433488151515159,0.008334820931034709,1143.8208955223881,1083.1864406779662,1
267,133.5s - 134.0s,154,0.003248744311688311,1175.8831168831168,96,58,0.0051612479263158815,0.008600558561403503,1233.25,1080.9310344827586,1
268,134.0s - 134.5s,129,0.003879573751937987,1163.2015503875969,72,57,0.00689691792957758,0.00798033742857131,1222.7083333333333,1088.0350877192982,1
269,134.5s - 135.0s,138,0.0034547879057971044,1193.2101449275362,83,55,0.004111840670731919,0.008166063129629543,1237.9638554216867,1125.6727272727273,1
270,135.0s - 135.5s,138,0.0037698960289855054,1175.623188405797,77,61,0.004685070763158039,0.008156764383333364,1234.7402597402597,1101.0,1
271,135.5s - 136.0s,131,0.0033852563511450385,1173.7557251908397,80,51,0.004168637556962065,0.007626777460000084,1246.9125,1059.0,1
272,136.0s - 136.5s,176,0.0031323837784090927,1165.1818181818182,115,61,0.004172252263157959,0.007818265200000004,1210.0347826086957,1080.622950819672,1
273,136.5s - 137.0s,159,0.0031494257924528308,1176.1761006289307,99,60,0.004789733173469456,0.008133010271186318,1213.080808080808,1115.2833333333333,1
274,137.0s - 137.5s,142,0.003535075838028168,1198.9014084507041,86,56,0.005522004164705951,0.00837984747272716,1231.1511627906978,1149.375,1
275,137.5s - 138.0s,144,0.003300578770833334,1153.1944444444443,87,57,0.004621948976744093,0.008305091178571493,1213.1724137931035,1061.6491228070176,1
276,138.0s - 138.5s,151,0.003406359748344372,1180.1854304635763,91,60,0.004335912499999811,0.008065213186440432,1226.7912087912089,1109.5,1
277,138.5s - 139.0s,139,0.0036764113093525168,1181.568345323741,84,55,0.005903394373493725,0.008569509574073734,1242.392857142857,1088.6727272727273,1
278,139.0s - 139.5s,124,0.0038231363870967748,1204.8870967741937,72,52,0.004107430929577235,0.009074996568627142,1249.0,1143.8076923076924,0
279,139.5s - 140.0s,140,0.003760435664285714,1145.3642857142856,80,60,0.004200377291139263,0.0082558618305084,1186.775,1090.15,0
280,140.0s - 140.5s,136,0.0036848702426470594,1078.2279411764705,72,64,0.006896690408450708,0.0075527841428568296,1082.25,1073.703125,0
281,140.5s - 141.0s,83,0.005413477807228916,970.3373493975904,27,56,0.0125048080384617,0.007585124490909514,698.2222222222222,1101.5357142857142,0
282,141.0s - 141.5s,97,0.005590823061855668,968.9587628865979,31,66,0.012495821200000515,0.007297209446153812,622.5806451612904,1131.6515151515152,0
283,141.5s - 142.0s,92,0.0054299921304347834,999.4673913043479,29,63,0.0150211658214293,0.007615768983870816,598.4827586206897,1184.047619047619,0
284,142.0s - 142.5s,91,0.00537818085714286,953.8131868131868,30,61,0.014503182965517352,0.007390620533333466,568.4333333333333,1143.344262295082,0
285,142.5s - 143.0s,93,0.0055338713333333315,996.2258064516129,26,67,0.015555023119999305,0.007308368863636509,596.0769230769231,1151.5074626865671,0
286,143.0s - 143.5s,95,0.005368210947368423,952.7578947368421,25,70,0.020350760041665694,0.007130800072463421,598.68,1079.2142857142858,0
287,143.5s - 144.0s,77,0.005813178688311688,977.6623376623377,17,60,0.02631519650000058,0.007414894593220027,574.0588235294117,1092.0166666666667,0
288,144.0s - 144.5s,121,0.004551781099173553,1122.1322314049587,53,68,0.00887544482692321,0.007116413492537331,1068.6792452830189,1163.7941176470588,0
289,144.5s - 145.0s,165,0.003028381375757575,1184.2060606060606,98,67,0.004943858948453882,0.007418959454545354,1242.030612244898,1099.6268656716418,0
