,Time Interval,Pkts number,Avg pkts interval,Avg pkts size,Inbound pkts,Outbound pkts,Person
355,177.5s - 178.0s,92,0.0055642389456521755,962.3586956521739,29,29,0
356,178.0s - 178.5s,101,0.004942320297029705,1100.079207920792,41,41,0
357,178.5s - 179.0s,95,0.0052752109368421046,1037.0842105263157,30,30,0
358,179.0s - 179.5s,86,0.005802135593023255,971.2093023255813,22,22,0
359,179.5s - 180.0s,77,0.006252568233766234,1057.2467532467533,12,12,0
360,180.0s - 180.5s,117,0.004448153632478631,1134.6837606837607,51,51,0
361,180.5s - 181.0s,151,0.003246834112582783,1166.3112582781457,90,90,0
362,181.0s - 181.5s,160,0.0031318144187500014,1175.75,90,90,0
363,181.5s - 182.0s,142,0.0035469811971830982,1159.119718309859,79,79,0
364,182.0s - 182.5s,133,0.0037208156691729334,1140.2932330827068,70,70,0
365,182.5s - 183.0s,144,0.00335015953472222,1194.9375,82,82,0
366,183.0s - 183.5s,133,0.003915270661654136,1158.6466165413533,66,66,0
367,183.5s - 184.0s,115,0.004350098408695655,1092.5391304347827,52,52,0
368,184.0s - 184.5s,162,0.003126771512345679,1203.6728395061727,95,95,0
369,184.5s - 185.0s,161,0.00300864802484472,1159.5093167701864,94,94,0
370,185.0s - 185.5s,136,0.003754792661764707,1165.1029411764705,76,76,0
371,185.5s - 186.0s,154,0.003097265435064933,1188.9415584415585,90,90,0
372,186.0s - 186.5s,166,0.003071613283132529,1169.9156626506024,99,99,0
373,186.5s - 187.0s,148,0.0034747438040540553,1180.7567567567567,83,83,0
374,187.0s - 187.5s,151,0.0033230313311258287,1212.9337748344371,90,90,0
375,187.5s - 188.0s,150,0.0033317035533333324,1186.5933333333332,86,86,0
376,188.0s - 188.5s,90,0.005274759411111108,1045.3111111111111,27,27,0
377,188.5s - 189.0s,115,0.004421734852173913,1076.4173913043478,52,52,0
378,189.0s - 189.5s,182,0.002799447807692309,1190.2637362637363,114,114,0
379,189.5s - 190.0s,144,0.003183330694444443,1183.8194444444443,85,85,0
380,190.0s - 190.5s,172,0.003205616209302327,1190.1976744186047,101,101,0
381,190.5s - 191.0s,120,0.004164871758333333,1106.5833333333333,56,56,0
382,191.0s - 191.5s,104,0.004718127125000001,1077.9326923076924,38,38,0
383,191.5s - 192.0s,118,0.004153098135593221,1095.1016949152543,59,59,0
384,192.0s - 192.5s,85,0.0059426496941176465,1028.1411764705883,16,16,0
385,192.5s - 193.0s,159,0.003200030597484276,1144.5408805031448,92,92,0
386,193.0s - 193.5s,122,0.004079527336065573,1194.4262295081967,63,63,0
387,193.5s - 194.0s,150,0.0033459058133333336,1189.3466666666666,85,85,0
388,194.0s - 194.5s,142,0.0034432384647887326,1158.838028169014,84,84,0
389,194.5s - 195.0s,93,0.005488424526881719,1060.1827956989248,26,26,0
390,195.0s - 195.5s,127,0.003943633874015749,1145.732283464567,56,56,0
391,195.5s - 196.0s,128,0.003908415179687501,1149.6015625,61,61,0
392,196.0s - 196.5s,95,0.00517258105263158,998.7578947368421,30,30,0
393,196.5s - 197.0s,81,0.006249221962962963,1002.7530864197531,17,17,0
394,197.0s - 197.5s,106,0.004728403160377359,1105.4056603773586,40,40,0
395,197.5s - 198.0s,88,0.005715033409090909,1026.9431818181818,24,24,0
396,198.0s - 198.5s,101,0.0049652890891089116,1026.5643564356435,36,36,0
397,198.5s - 199.0s,135,0.003704644192592592,1170.4814814814815,69,69,0
398,199.0s - 199.5s,151,0.003314480264900661,1190.2516556291391,87,87,0
399,199.5s - 200.0s,170,0.0029450729705882356,1149.0941176470587,105,105,0
400,200.0s - 200.5s,110,0.004542503881818181,1031.590909090909,39,39,0
401,200.5s - 201.0s,90,0.005565578211111111,1071.0666666666666,25,25,0
402,201.0s - 201.5s,89,0.005617415415730337,1042.2921348314608,27,27,0
403,201.5s - 202.0s,78,0.006381816371794872,1038.8461538461538,14,14,0
404,202.0s - 202.5s,83,0.0059659092771084336,984.2650602409639,18,18,0
405,202.5s - 203.0s,86,0.005800311348837208,969.9418604651163,26,26,0
406,203.0s - 203.5s,115,0.004398617730434783,1127.0521739130436,60,60,0
407,203.5s - 204.0s,154,0.0032185301363636346,1182.974025974026,94,94,0
408,204.0s - 204.5s,153,0.003271495967320261,1160.248366013072,98,98,0
409,204.5s - 205.0s,101,0.004965359217821785,1058.1584158415842,43,43,0
410,205.0s - 205.5s,146,0.003416804219178081,1160.3698630136987,83,83,0
411,205.5s - 206.0s,97,0.005051873680412372,1089.639175257732,44,44,0
412,206.0s - 206.5s,97,0.005263083628865979,1076.2577319587629,36,36,0
413,206.5s - 207.0s,68,0.007214855470588237,1040.4411764705883,12,12,0
414,207.0s - 207.5s,85,0.006039079576470589,932.635294117647,22,22,0
415,207.5s - 208.0s,67,0.007315413626865673,1000.6417910447761,11,11,0
416,208.0s - 208.5s,105,0.0048247284000000005,1116.4761904761904,47,47,0
417,208.5s - 209.0s,131,0.00383099458778626,1139.557251908397,73,73,0
418,209.0s - 209.5s,139,0.0036074818417266186,1168.928057553957,82,82,0
419,209.5s - 210.0s,93,0.005372294537634409,1085.6881720430108,37,37,0
420,210.0s - 210.5s,128,0.0039196276796875,1155.984375,70,70,1
421,210.5s - 211.0s,153,0.0032667858104575166,1168.7843137254902,97,97,1
422,211.0s - 211.5s,154,0.003244959441558443,1180.6818181818182,95,95,1
423,211.5s - 212.0s,148,0.0033278929527027026,1184.7567567567567,90,90,1
424,212.0s - 212.5s,151,0.003300835887417219,1182.8476821192053,96,96,1
425,212.5s - 213.0s,144,0.003525407763888889,1168.6875,87,87,1
426,213.0s - 213.5s,144,0.003366628027777777,1153.638888888889,86,86,1
427,213.5s - 214.0s,143,0.0035588530839160853,1165.013986013986,84,84,1
428,214.0s - 214.5s,142,0.003564777542253521,1175.394366197183,84,84,1
429,214.5s - 215.0s,146,0.003392539534246579,1134.445205479452,92,92,1
430,215.0s - 215.5s,148,0.0033765790472972982,1163.8445945945946,89,89,1
431,215.5s - 216.0s,128,0.00374667796875,1198.296875,77,77,1
432,216.0s - 216.5s,161,0.0032326880993788828,1189.8385093167701,103,103,1
433,216.5s - 217.0s,144,0.003421517284722222,1167.6875,84,84,1
434,217.0s - 217.5s,141,0.003633985673758865,1191.8014184397164,85,85,1
435,217.5s - 218.0s,136,0.0036349435220588253,1189.7426470588234,79,79,1
436,218.0s - 218.5s,175,0.0029005855028571446,1157.8514285714286,116,116,1
437,218.5s - 219.0s,147,0.003356031142857143,1157.7619047619048,87,87,1
438,219.0s - 219.5s,145,0.003474296082758622,1177.9448275862069,89,89,1
439,219.5s - 220.0s,150,0.0033341997333333324,1173.4733333333334,88,88,1
440,220.0s - 220.5s,141,0.0035576343049645407,1162.1418439716313,85,85,1
441,220.5s - 221.0s,150,0.0033288528,1182.4866666666667,92,92,1
442,221.0s - 221.5s,139,0.003602835848920861,1173.5395683453237,80,80,1
443,221.5s - 222.0s,146,0.0034261184109589046,1189.1575342465753,96,96,1
444,222.0s - 222.5s,145,0.003451435110344829,1118.5862068965516,78,78,1
445,222.5s - 223.0s,150,0.0032802520266666684,1184.9466666666667,91,91,1
446,223.0s - 223.5s,149,0.003349635241610738,1164.3154362416108,92,92,1
447,223.5s - 224.0s,140,0.0035834611357142853,1164.1,84,84,1
448,224.0s - 224.5s,152,0.003274847210526315,1205.6315789473683,87,87,1
449,224.5s - 225.0s,146,0.0034466577602739737,1185.4109589041095,90,90,1
450,225.0s - 225.5s,144,0.0034749738888888884,1180.1875,88,88,1
451,225.5s - 226.0s,152,0.0033087674276315784,1177.0526315789473,90,90,1
452,226.0s - 226.5s,144,0.0034545953263888894,1157.298611111111,84,84,1
453,226.5s - 227.0s,149,0.003355080805369127,1186.020134228188,87,87,1
454,227.0s - 227.5s,143,0.003497818482517483,1187.2167832167831,89,89,1
455,227.5s - 228.0s,143,0.0035012157272727266,1169.93006993007,84,84,1
456,228.0s - 228.5s,142,0.0035286939577464814,1162.9084507042253,82,82,1
457,228.5s - 229.0s,146,0.0034416191095890405,1211.4109589041095,89,89,1
458,229.0s - 229.5s,128,0.0038573737656249986,1166.09375,68,68,1
459,229.5s - 230.0s,115,0.004365015321739129,1104.0434782608695,56,56,1
460,230.0s - 230.5s,92,0.005380818119565217,1032.7934782608695,35,35,1
461,230.5s - 231.0s,112,0.004559595821428572,1133.4285714285713,52,52,1
462,231.0s - 231.5s,126,0.003930506753968254,1164.047619047619,73,73,1
463,231.5s - 232.0s,137,0.003684606963503651,1180.846715328467,81,81,1
464,232.0s - 232.5s,129,0.003871467100775193,1152.3720930232557,69,69,1
465,232.5s - 233.0s,94,0.005302933085106382,1031.6063829787233,37,37,1
466,233.0s - 233.5s,91,0.005428837285714288,993.054945054945,35,35,1
467,233.5s - 234.0s,91,0.005500636560439558,955.2857142857143,33,33,1
468,234.0s - 234.5s,93,0.005382563247311827,1056.3118279569892,31,31,1
469,234.5s - 235.0s,103,0.004755875029126214,1074.4271844660195,47,47,1
470,235.0s - 235.5s,86,0.006010692104651166,1054.8255813953488,29,29,1
471,235.5s - 236.0s,102,0.00485455612745098,1098.5392156862745,47,47,1
472,236.0s - 236.5s,122,0.004114465032786885,1152.0081967213114,67,67,1
473,236.5s - 237.0s,115,0.0043529027739130435,1171.7043478260869,56,56,1
474,237.0s - 237.5s,118,0.004169006661016949,1089.364406779661,58,58,1
475,237.5s - 238.0s,135,0.003781819799999999,1170.9185185185186,78,78,1
476,238.0s - 238.5s,114,0.004312703754385966,1162.5877192982457,57,57,1
477,238.5s - 239.0s,115,0.0043550067043478255,1121.9739130434782,57,57,1
478,239.0s - 239.5s,101,0.004974865029702968,1138.9405940594058,42,42,1
479,239.5s - 240.0s,93,0.005380603709677419,1012.4301075268817,38,38,1
480,240.0s - 240.5s,86,0.005705630488372092,966.3255813953489,26,26,1
481,240.5s - 241.0s,119,0.004300852344537817,1118.310924369748,56,56,1
482,241.0s - 241.5s,161,0.003111873863354037,1152.9130434782608,103,103,1
483,241.5s - 242.0s,139,0.003534271323741008,1204.2230215827337,85,85,1
484,242.0s - 242.5s,151,0.0033300816821192052,1204.4238410596026,93,93,1
485,242.5s - 243.0s,132,0.0037887261136363634,1191.9621212121212,80,80,1
486,243.0s - 243.5s,147,0.0034048173673469407,1186.4625850340135,86,86,1
487,243.5s - 244.0s,150,0.0033177593533333318,1183.8466666666666,91,91,1
488,244.0s - 244.5s,101,0.005001053603960397,1126.6732673267327,48,48,1
489,244.5s - 245.0s,96,0.005236961937499999,913.625,33,33,1
490,245.0s - 245.5s,99,0.004970417707070709,1169.141414141414,41,41,1
491,245.5s - 246.0s,122,0.004103857672131147,1142.1967213114754,64,64,1
492,246.0s - 246.5s,95,0.005253878505263159,1117.0842105263157,38,38,1
493,246.5s - 247.0s,112,0.004219292437499998,1165.7142857142858,56,56,1
494,247.0s - 247.5s,157,0.003378382598726114,1178.5796178343949,98,98,1
495,247.5s - 248.0s,120,0.004173157566666665,1139.1833333333334,62,62,1
496,248.0s - 248.5s,102,0.0049002595882352935,1087.735294117647,42,42,1
497,248.5s - 249.0s,113,0.004357937061946903,1085.4070796460178,55,55,1
498,249.0s - 249.5s,160,0.0031932793062500004,1205.06875,101,101,1
499,249.5s - 250.0s,92,0.005449965891304346,1032.6630434782608,33,33,1
500,250.0s - 250.5s,135,0.0036413104444444435,1189.0518518518518,79,79,1
501,250.5s - 251.0s,136,0.003684007058823529,1177.0955882352941,79,79,1
502,251.0s - 251.5s,143,0.0035006606853146844,1197.4825174825176,87,87,1
503,251.5s - 252.0s,158,0.0031109565886075965,1183.4746835443038,97,97,1
504,252.0s - 252.5s,153,0.0033370331960784305,1139.5228758169935,96,96,1
505,252.5s - 253.0s,149,0.0032347730067114086,1200.8724832214766,89,89,1
506,253.0s - 253.5s,153,0.003409266398692808,1170.8823529411766,90,90,1
507,253.5s - 254.0s,143,0.0034966889370629368,1175.1118881118882,85,85,1
508,254.0s - 254.5s,141,0.0034152152198581574,1178.1205673758866,86,86,1
509,254.5s - 255.0s,140,0.003599591435714284,1196.2214285714285,83,83,1
510,255.0s - 255.5s,154,0.003298454045454544,1170.2012987012988,96,96,1
511,255.5s - 256.0s,111,0.004436317747747748,1199.4234234234234,60,60,1
512,256.0s - 256.5s,183,0.0027855371857923505,1160.7704918032787,122,122,1
513,256.5s - 257.0s,139,0.0036032695251798563,1170.9928057553957,83,83,1
514,257.0s - 257.5s,119,0.004129370126050419,1145.764705882353,65,65,1
515,257.5s - 258.0s,156,0.003274365628205129,1160.2179487179487,96,96,1
516,258.0s - 258.5s,121,0.004112710214876031,1176.9669421487604,67,67,1
517,258.5s - 259.0s,149,0.0031872933489932895,1198.986577181208,91,91,1
518,259.0s - 259.5s,158,0.0033584575189873392,1209.1645569620252,99,99,1
519,259.5s - 260.0s,143,0.0034367579370629354,1164.4405594405594,83,83,1
520,260.0s - 260.5s,149,0.003293086852348994,1177.5906040268455,96,96,1
521,260.5s - 261.0s,151,0.003402271145695365,1210.7152317880796,92,92,1
522,261.0s - 261.5s,145,0.003436772006896553,1175.4068965517242,88,88,1
523,261.5s - 262.0s,148,0.003385242033783785,1185.5067567567567,89,89,1
524,262.0s - 262.5s,146,0.0034383038904109583,1171.3150684931506,87,87,1
525,262.5s - 263.0s,142,0.0035375836830985915,1196.225352112676,83,83,1
526,263.0s - 263.5s,131,0.0038146531603053427,1191.2442748091603,77,77,1
527,263.5s - 264.0s,158,0.0031046369240506333,1145.9556962025317,96,96,1
528,264.0s - 264.5s,139,0.0036007502086330932,1180.4244604316548,81,81,1
529,264.5s - 265.0s,113,0.004438998398230089,1161.41592920354,53,53,1
530,265.0s - 265.5s,123,0.0040741540162601625,1151.8536585365853,67,67,1
531,265.5s - 266.0s,129,0.0038813131317829456,1182.5736434108528,69,69,1
532,266.0s - 266.5s,150,0.0033415456199999993,1180.2066666666667,93,93,1
533,266.5s - 267.0s,102,0.0049297198823529415,1071.8823529411766,44,44,1
534,267.0s - 267.5s,99,0.004995747565656568,1060.2121212121212,40,40,1
535,267.5s - 268.0s,106,0.004766430443396227,1101.6792452830189,47,47,1
536,268.0s - 268.5s,110,0.004562694554545452,1129.918181818182,53,53,1
537,268.5s - 269.0s,113,0.004425479725663717,1127.0619469026549,54,54,1
538,269.0s - 269.5s,131,0.0037489534885496185,1157.3129770992366,71,71,1
539,269.5s - 270.0s,152,0.0033028584407894745,1214.7105263157894,94,94,1
540,270.0s - 270.5s,149,0.003362435879194631,1190.3624161073826,91,91,1
541,270.5s - 271.0s,131,0.0038241253969465666,1159.2824427480916,71,71,1
542,271.0s - 271.5s,127,0.003942895251968504,1142.5039370078741,69,69,1
543,271.5s - 272.0s,147,0.003406277612244898,1201.095238095238,92,92,1
544,272.0s - 272.5s,139,0.0036021588633093527,1159.3741007194244,78,78,1
545,272.5s - 273.0s,138,0.00363037444927536,1196.7173913043478,80,80,1
546,273.0s - 273.5s,136,0.0036868199632352928,1175.8455882352941,78,78,1
547,273.5s - 274.0s,144,0.003417727958333333,1191.1805555555557,86,86,1
548,274.0s - 274.5s,150,0.0033320469466666673,1194.26,92,92,1
549,274.5s - 275.0s,151,0.003366102350993376,1140.23178807947,87,87,1
550,275.0s - 275.5s,134,0.0036924436716417918,1190.858208955224,79,79,1
551,275.5s - 276.0s,140,0.0035684373214285724,1152.65,80,80,1
552,276.0s - 276.5s,142,0.003529392816901406,1193.119718309859,85,85,1
553,276.5s - 277.0s,123,0.004080712203252032,1156.3658536585365,65,65,1
554,277.0s - 277.5s,149,0.0033525263691275174,1175.3422818791946,88,88,1
555,277.5s - 278.0s,152,0.0032935663684210545,1189.4934210526317,94,94,1
556,278.0s - 278.5s,144,0.003480594395833335,1195.013888888889,92,92,1
557,278.5s - 279.0s,154,0.0032510256038961022,1149.577922077922,91,91,1
558,279.0s - 279.5s,141,0.0035529488014184388,1188.6241134751774,89,89,0
559,279.5s - 280.0s,145,0.0033874689034482765,1188.606896551724,85,85,0
560,280.0s - 280.5s,144,0.0033389548958333327,1191.9375,85,85,0
561,280.5s - 281.0s,148,0.003476274047297299,1171.9662162162163,84,84,0
562,281.0s - 281.5s,137,0.0035903974379562055,1185.8759124087592,85,85,0
563,281.5s - 282.0s,160,0.0032300988375000028,1168.83125,98,98,0
564,282.0s - 282.5s,156,0.003208168237179485,1136.871794871795,94,94,0
565,282.5s - 283.0s,142,0.0035368213450704235,1195.2394366197184,87,87,0
566,283.0s - 283.5s,136,0.003671918330882353,1182.7573529411766,79,79,0
567,283.5s - 284.0s,90,0.005559832022222223,998.7,30,30,0
568,284.0s - 284.5s,74,0.005877098243243241,954.0,22,22,0
569,284.5s - 285.0s,98,0.0056622462551020394,1073.3265306122448,36,36,0
570,285.0s - 285.5s,100,0.005039090109999998,1075.91,38,38,0
571,285.5s - 286.0s,92,0.0052245543152173906,1085.6195652173913,40,40,0
572,286.0s - 286.5s,87,0.00577470875862069,919.0574712643678,24,24,0
573,286.5s - 287.0s,97,0.0053282715773195904,1103.8041237113403,37,37,0
574,287.0s - 287.5s,109,0.004617304761467888,1150.3761467889908,53,53,0
575,287.5s - 288.0s,128,0.0037651490234374995,1176.4921875,74,74,0
576,288.0s - 288.5s,153,0.0034004388366013073,1192.3660130718954,93,93,0
577,288.5s - 289.0s,122,0.00403016843442623,1126.6147540983607,65,65,0
578,289.0s - 289.5s,77,0.006521413324675324,957.7662337662338,21,21,0
579,289.5s - 290.0s,80,0.006333871187500002,930.8,18,18,0
580,290.0s - 290.5s,75,0.006438557586666665,1043.64,23,23,0
581,290.5s - 291.0s,77,0.006631007610389613,987.5584415584416,16,16,0
582,291.0s - 291.5s,73,0.0069063315753424654,992.0,15,15,0
583,291.5s - 292.0s,84,0.005965390023809525,962.1547619047619,23,23,0
584,292.0s - 292.5s,66,0.007387778439393939,1026.1363636363637,14,14,0
585,292.5s - 293.0s,91,0.005604446582417582,1034.7912087912089,28,28,0
586,293.0s - 293.5s,88,0.0053832367159090885,1024.25,31,31,0
587,293.5s - 294.0s,90,0.00587875727777778,967.9666666666667,30,30,0
588,294.0s - 294.5s,111,0.004526903423423421,1090.7567567567567,55,55,0
589,294.5s - 295.0s,130,0.003836441876923076,1178.7615384615385,77,77,0
590,295.0s - 295.5s,136,0.003616668933823529,1151.9338235294117,76,76,0
591,295.5s - 296.0s,137,0.0037210856496350374,1172.14598540146,78,78,0
592,296.0s - 296.5s,147,0.003343482108843538,1205.2721088435374,92,92,0
593,296.5s - 297.0s,148,0.0033856948986486493,1201.1824324324325,91,91,0
594,297.0s - 297.5s,120,0.004186008208333334,1067.6916666666666,60,60,0
595,297.5s - 298.0s,91,0.00548803568131868,1009.2307692307693,31,31,0
596,298.0s - 298.5s,142,0.0035201559295774646,1184.605633802817,83,83,0
597,298.5s - 299.0s,139,0.003543978172661872,1108.3812949640287,77,77,0
598,299.0s - 299.5s,93,0.005384402956989248,1090.3118279569892,42,42,0
599,299.5s - 300.0s,128,0.003976551078124999,1159.0546875,73,73,0
600,300.0s - 300.5s,148,0.003385053486486486,1198.8918918918919,92,92,0
601,300.5s - 301.0s,160,0.003094648112500003,1187.475,97,97,0
602,301.0s - 301.5s,152,0.0033360344868421056,1148.203947368421,92,92,0
603,301.5s - 302.0s,143,0.0035008342097902104,1215.2447552447552,88,88,0
604,302.0s - 302.5s,135,0.00365578362962963,1158.5185185185185,81,81,0
605,302.5s - 303.0s,138,0.0036138962608695635,1179.304347826087,83,83,0
606,303.0s - 303.5s,153,0.0032677049738562103,1177.6470588235295,94,94,0
607,303.5s - 304.0s,142,0.00352950361971831,1182.5140845070423,85,85,0
608,304.0s - 304.5s,137,0.0036544158978102192,1184.7591240875913,77,77,0
609,304.5s - 305.0s,146,0.0034307306712328765,1156.623287671233,85,85,0
610,305.0s - 305.5s,140,0.003576872414285714,1161.55,89,89,0
611,305.5s - 306.0s,128,0.0039094214999999995,1180.296875,72,72,0
612,306.0s - 306.5s,151,0.0033119075430463572,1192.569536423841,93,93,0
613,306.5s - 307.0s,132,0.0038002518484848476,1145.6363636363637,70,70,0
614,307.0s - 307.5s,86,0.005811961755813953,1023.3372093023256,30,30,0
615,307.5s - 308.0s,92,0.005453162239130436,965.195652173913,31,31,0
616,308.0s - 308.5s,67,0.007303474059701493,972.1641791044776,16,16,0
617,308.5s - 309.0s,77,0.006582462168831167,1017.6233766233767,12,12,0
618,309.0s - 309.5s,70,0.007172212928571428,1006.4285714285714,13,13,0
619,309.5s - 310.0s,69,0.007193801782608696,1000.5652173913044,14,14,0
620,310.0s - 310.5s,71,0.00711774057746479,1017.6760563380282,14,14,0
621,310.5s - 311.0s,73,0.006582216356164383,1019.7671232876712,14,14,0
622,311.0s - 311.5s,66,0.007832868863636364,1031.2424242424242,10,10,0
623,311.5s - 312.0s,77,0.00634746061038961,965.8831168831168,18,18,0
624,312.0s - 312.5s,89,0.005559018786516854,1012.9662921348314,26,26,0
625,312.5s - 313.0s,74,0.006886359418918917,1025.1081081081081,14,14,0
626,313.0s - 313.5s,84,0.006073029642857146,962.7738095238095,30,30,0
627,313.5s - 314.0s,110,0.004442626745454545,1147.1454545454546,52,52,0
628,314.0s - 314.5s,154,0.00325139925974026,1176.5454545454545,95,95,0
629,314.5s - 315.0s,127,0.004021374307086614,1147.3385826771653,70,70,0
630,315.0s - 315.5s,70,0.007016118242857144,993.5428571428571,15,15,0
631,315.5s - 316.0s,65,0.00779472643076923,1048.876923076923,9,9,0
632,316.0s - 316.5s,71,0.006544653197183097,944.4084507042254,13,13,0
633,316.5s - 317.0s,76,0.006998082065789476,1024.4605263157894,11,11,0
634,317.0s - 317.5s,68,0.007367418000000005,1035.6911764705883,9,9,0
635,317.5s - 318.0s,63,0.0077682581587301585,1001.063492063492,11,11,0
636,318.0s - 318.5s,70,0.0071638839571428565,1000.0285714285715,8,8,0
637,318.5s - 319.0s,72,0.007097655847222221,998.5972222222222,11,11,0
638,319.0s - 319.5s,69,0.007101540768115941,997.3623188405797,11,11,0
639,319.5s - 320.0s,76,0.006519916907894735,953.2236842105264,18,18,0
640,320.0s - 320.5s,74,0.006822555837837838,1030.972972972973,14,14,0
641,320.5s - 321.0s,69,0.007270109840579711,1010.7826086956521,12,12,0
642,321.0s - 321.5s,65,0.007655748523076927,1015.0461538461539,8,8,0
643,321.5s - 322.0s,71,0.007191033633802819,1006.8169014084507,10,10,0
644,322.0s - 322.5s,64,0.007741626500000003,1030.828125,8,8,0
645,322.5s - 323.0s,73,0.006846781904109587,1005.4657534246576,12,12,0
646,323.0s - 323.5s,70,0.007032781514285715,994.7714285714286,10,10,0
647,323.5s - 324.0s,72,0.007076525305555555,972.7222222222222,14,14,0
648,324.0s - 324.5s,67,0.007342489014925373,1001.8507462686567,11,11,0
649,324.5s - 325.0s,75,0.0067933496400000015,1033.7066666666667,14,14,0
650,325.0s - 325.5s,66,0.007269391772727272,1015.1363636363636,8,8,0
651,325.5s - 326.0s,72,0.006829591902777777,1008.75,11,11,0
652,326.0s - 326.5s,67,0.007945859865671642,1018.8059701492538,11,11,0
653,326.5s - 327.0s,70,0.007014440300000001,1021.6,10,10,0
654,327.0s - 327.5s,69,0.007219432289855071,998.2898550724638,14,14,0
655,327.5s - 328.0s,75,0.006690091320000001,997.08,11,11,0
656,328.0s - 328.5s,90,0.005558294811111112,1070.888888888889,33,33,0
657,328.5s - 329.0s,103,0.0048654415242718446,1035.9223300970873,45,45,0
658,329.0s - 329.5s,78,0.006423193820512821,953.9871794871794,25,25,0
659,329.5s - 330.0s,77,0.006558569467532466,996.5064935064935,16,16,0
660,330.0s - 330.5s,76,0.006562621184210525,984.6447368421053,18,18,0
661,330.5s - 331.0s,81,0.0062010388271604945,945.283950617284,22,22,0
662,331.0s - 331.5s,79,0.006337062607594937,969.8101265822785,18,18,0
663,331.5s - 332.0s,75,0.006488967893333335,994.76,17,17,0
664,332.0s - 332.5s,123,0.004159904276422763,1105.6666666666667,63,63,0
665,332.5s - 333.0s,152,0.0032820379276315794,1173.032894736842,95,95,0
666,333.0s - 333.5s,133,0.003691691969924812,1172.4135338345864,70,70,0
667,333.5s - 334.0s,143,0.003500632209790211,1198.3356643356644,89,89,0
668,334.0s - 334.5s,162,0.003154648969135803,1174.7530864197531,98,98,0
669,334.5s - 335.0s,150,0.0033370224400000007,1158.4133333333334,93,93,0
670,335.0s - 335.5s,140,0.003505668200000001,1172.9214285714286,84,84,0
671,335.5s - 336.0s,107,0.004669436317757007,1059.7570093457944,50,50,0
672,336.0s - 336.5s,81,0.006200161703703704,1035.320987654321,19,19,0
673,336.5s - 337.0s,105,0.004793253190476189,1075.4952380952382,47,47,0
674,337.0s - 337.5s,72,0.006966145263888893,1001.3888888888889,16,16,0
675,337.5s - 338.0s,92,0.005400132706521739,930.945652173913,33,33,0
676,338.0s - 338.5s,107,0.00468051238317757,1122.6915887850466,48,48,0
677,338.5s - 339.0s,152,0.003292111881578948,1171.907894736842,93,93,0
678,339.0s - 339.5s,158,0.0031705856202531644,1182.3354430379748,94,94,0
679,339.5s - 340.0s,151,0.0032489127218543047,1176.6423841059602,95,95,0
680,340.0s - 340.5s,123,0.0040780147073170726,1176.7317073170732,66,66,0
681,340.5s - 341.0s,110,0.004545567245454544,1094.590909090909,47,47,0
682,341.0s - 341.5s,131,0.003897298503816794,1135.5801526717557,69,69,0
683,341.5s - 342.0s,138,0.0034085736014492747,1181.7826086956522,81,81,0
684,342.0s - 342.5s,97,0.005466848443298968,1067.7525773195875,39,39,0
685,342.5s - 343.0s,93,0.005270061806451612,948.9569892473119,32,32,0
686,343.0s - 343.5s,66,0.007565720287878787,1073.3030303030303,12,12,0
687,343.5s - 344.0s,87,0.005824001977011497,969.7816091954023,24,24,0
688,344.0s - 344.5s,79,0.005953328417721519,957.8227848101266,25,25,0
689,344.5s - 345.0s,86,0.0060453250813953495,940.9883720930233,25,25,0
690,345.0s - 345.5s,80,0.006353637262499999,984.4625,21,21,0
691,345.5s - 346.0s,68,0.007074560249999995,1025.3235294117646,11,11,0
692,346.0s - 346.5s,79,0.006635154303797469,967.4683544303797,15,15,0
693,346.5s - 347.0s,96,0.005181013208333334,1035.9895833333333,39,39,0
694,347.0s - 347.5s,109,0.004374045229357799,1086.559633027523,54,54,0
695,347.5s - 348.0s,69,0.007532200333333329,1030.1159420289855,12,12,0
696,348.0s - 348.5s,73,0.006773072068493151,991.7534246575342,16,16,0
697,348.5s - 349.0s,76,0.006602533342105263,995.8815789473684,14,14,0
698,349.0s - 349.5s,76,0.006476238881578947,983.6184210526316,19,19,0
699,349.5s - 350.0s,89,0.0057313459887640425,967.2134831460675,33,33,0
700,350.0s - 350.5s,79,0.006007374734177216,989.1139240506329,20,20,0
701,350.5s - 351.0s,88,0.005991476079545455,948.8409090909091,28,28,0
702,351.0s - 351.5s,84,0.006017679452380952,976.8452380952381,25,25,0
703,351.5s - 352.0s,145,0.0033412188068965517,1208.703448275862,92,92,0
704,352.0s - 352.5s,149,0.0034259992617449663,1201.489932885906,89,89,0
705,352.5s - 353.0s,157,0.0031902177261146493,1191.43949044586,97,97,0
706,353.0s - 353.5s,139,0.0035403132805755387,1188.7338129496402,87,87,1
707,353.5s - 354.0s,155,0.0032877516451612905,1158.2,93,93,1
708,354.0s - 354.5s,141,0.0035315286241134752,1186.177304964539,84,84,1
709,354.5s - 355.0s,149,0.0033742558791946308,1176.8926174496644,91,91,1
710,355.0s - 355.5s,145,0.0034571766482758624,1184.7379310344827,88,88,1
711,355.5s - 356.0s,154,0.003252349415584415,1163.7727272727273,92,92,1
712,356.0s - 356.5s,142,0.0034520478169014083,1174.3591549295775,90,90,1
713,356.5s - 357.0s,148,0.0033426174527027043,1196.6891891891892,88,88,1
714,357.0s - 357.5s,145,0.003492127724137932,1159.8827586206896,88,88,1
